Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
729,Exit short,2021-02-17 13:05,Close entry(s) order Short,16292,1,16281.75,-211.2,-0.06,2231.9,0.69,-758.1,-0.23,29490.2,29.49
729,Entry short,2021-02-17 09:40,Short,16281.75,1,16281.75,-211.2,-0.06,2231.9,0.69,-758.1,-0.23,29490.2,29.49
730,Exit short,2021-02-18 11:15,Close entry(s) order Short,16192.75,1,16189.25,-76.2,-0.02,1881.9,0.58,-428.1,-0.13,29414,29.41
730,Entry short,2021-02-18 09:40,Short,16189.25,1,16189.25,-76.2,-0.02,1881.9,0.58,-428.1,-0.13,29414,29.41
731,Exit short,2021-02-24 11:00,Close entry(s) order Short,15744.5,1,15655.75,-1781.2,-0.57,1411.9,0.45,-1808.1,-0.58,27632.8,27.63
731,Entry short,2021-02-24 09:40,Short,15655.75,1,15655.75,-1781.2,-0.57,1411.9,0.45,-1808.1,-0.58,27632.8,27.63
732,Exit long,2021-02-26 10:05,Close entry(s) order Long,15440.75,1,15612.75,-3446.2,-1.10,376.9,0.12,-3508.1,-1.12,24186.6,24.19
732,Entry long,2021-02-26 09:40,Long,15612.75,1,15612.75,-3446.2,-1.10,376.9,0.12,-3508.1,-1.12,24186.6,24.19
733,Exit short,2021-03-03 16:45,EOD Exit,15299.75,1,15576.75,5533.8,1.78,5726.9,1.84,-778.1,-0.25,29720.4,29.72
733,Entry short,2021-03-03 09:40,Short,15576.75,1,15576.75,5533.8,1.78,5726.9,1.84,-778.1,-0.25,29720.4,29.72
734,Exit long,2021-03-04 09:45,Close entry(s) order Long,15241.25,1,15344.75,-2076.2,-0.68,156.9,0.05,-2108.1,-0.69,27644.2,27.64
734,Entry long,2021-03-04 09:40,Long,15344.75,1,15344.75,-2076.2,-0.68,156.9,0.05,-2108.1,-0.69,27644.2,27.64
735,Exit long,2021-03-08 11:35,Close entry(s) order Long,15205.5,1,15303.75,-1971.2,-0.64,776.9,0.25,-2828.1,-0.92,25673,25.67
735,Entry long,2021-03-08 09:40,Long,15303.75,1,15303.75,-1971.2,-0.64,776.9,0.25,-2828.1,-0.92,25673,25.67
736,Exit long,2021-03-09 16:45,EOD Exit,15412.75,1,15231.25,3623.8,1.19,5261.9,1.73,-43.1,-0.01,29296.8,29.30
736,Entry long,2021-03-09 09:40,Long,15231.25,1,15231.25,3623.8,1.19,5261.9,1.73,-43.1,-0.01,29296.8,29.30
737,Exit long,2021-03-10 10:20,Close entry(s) order Long,15473.5,1,15540.75,-1351.2,-0.43,1311.9,0.42,-1578.1,-0.51,27945.6,27.95
737,Entry long,2021-03-10 09:40,Long,15540.75,1,15540.75,-1351.2,-0.43,1311.9,0.42,-1578.1,-0.51,27945.6,27.95
738,Exit short,2021-03-12 12:10,Close entry(s) order Short,15518.25,1,15478.75,-796.2,-0.26,1666.9,0.54,-1078.1,-0.35,27149.4,27.15
738,Entry short,2021-03-12 09:40,Short,15478.75,1,15478.75,-796.2,-0.26,1666.9,0.54,-1078.1,-0.35,27149.4,27.15
739,Exit long,2021-03-16 12:20,Close entry(s) order Long,15828.25,1,15826.5,28.8,0.01,1936.9,0.61,-23.1,-0.01,27178.2,27.18
739,Entry long,2021-03-16 09:40,Long,15826.5,1,15826.5,28.8,0.01,1936.9,0.61,-23.1,-0.01,27178.2,27.18
740,Exit short,2021-03-17 10:10,Close entry(s) order Short,15679.75,1,15631,-981.2,-0.31,426.9,0.14,-1108.1,-0.35,26197,26.20
740,Entry short,2021-03-17 09:40,Short,15631,1,15631,-981.2,-0.31,426.9,0.14,-1108.1,-0.35,26197,26.20
741,Exit short,2021-03-18 16:45,EOD Exit,15435.5,1,15603.5,3353.8,1.07,4101.9,1.31,-828.1,-0.27,29550.8,29.55
741,Entry short,2021-03-18 09:40,Short,15603.5,1,15603.5,3353.8,1.07,4101.9,1.31,-828.1,-0.27,29550.8,29.55
742,Exit long,2021-03-22 16:45,EOD Exit,15706.75,1,15598.25,2163.8,0.69,3896.9,1.25,-138.1,-0.04,31714.6,31.71
742,Entry long,2021-03-22 09:40,Long,15598.25,1,15598.25,2163.8,0.69,3896.9,1.25,-138.1,-0.04,31714.6,31.71
743,Exit long,2021-03-29 09:50,Close entry(s) order Long,15530,1,15560,-606.2,-0.19,416.9,0.13,-743.1,-0.24,31108.4,31.11
743,Entry long,2021-03-29 09:40,Long,15560,1,15560,-606.2,-0.19,416.9,0.13,-743.1,-0.24,31108.4,31.11
744,Exit short,2021-03-30 10:40,Close entry(s) order Short,15506.75,1,15457.5,-991.2,-0.32,891.9,0.29,-1068.1,-0.35,30117.2,30.12
744,Entry short,2021-03-30 09:40,Short,15457.5,1,15457.5,-991.2,-0.32,891.9,0.29,-1068.1,-0.35,30117.2,30.12
745,Exit long,2021-03-31 16:45,EOD Exit,15723.75,1,15637.25,1723.8,0.55,3136.9,1.00,-13.1,0.00,31841,31.84
745,Entry long,2021-03-31 09:40,Long,15637.25,1,15637.25,1723.8,0.55,3136.9,1.00,-13.1,0.00,31841,31.84
746,Exit long,2021-04-01 16:45,EOD Exit,15963,1,15918,893.8,0.28,1011.9,0.32,-438.1,-0.14,32734.8,32.73
746,Entry long,2021-04-01 09:40,Long,15918,1,15918,893.8,0.28,1011.9,0.32,-438.1,-0.14,32734.8,32.73
