Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
92,Entry long,2016-07-17,Long,21637,1,21637,-319,-0.29,563,0.52,-707,-0.65,21247,21.25
93,Exit long,2016-08-23,Close entry(s) order Long,21656,1,21652,16,0.01,778,0.72,-252,-0.23,21263,21.26
93,Entry long,2016-08-08,Long,21652,1,21652,16,0.01,778,0.72,-252,-0.23,21263,21.26
94,Exit long,2016-10-10,Close entry(s) order Long,21329,1,21520,-959,-0.89,78,0.07,-1462,-1.36,20304,20.30
94,Entry long,2016-10-09,Long,21520,1,21520,-959,-0.89,78,0.07,-1462,-1.36,20304,20.30
95,Exit long,2016-11-08,Exit ATR,20943,1,21453,-2554,-2.38,1983,1.85,-2552,-2.38,17750,17.75
95,Entry long,2016-11-06,Long,21453,1,21453,-2554,-2.38,1983,1.85,-2552,-2.38,17750,17.75
96,Exit long,2016-11-21,Exit ATR,22203,1,21793,2046,1.88,2053,1.88,-207,-0.19,19796,19.80
96,Entry long,2016-11-08,Long,21793,1,21793,2046,1.88,2053,1.88,-207,-0.19,19796,19.80
97,Exit long,2016-12-06,Exit ATR,22658,1,22256,2006,1.80,2013,1.81,-107,-0.10,21802,21.80
97,Entry long,2016-11-21,Long,22256,1,22256,2006,1.80,2013,1.81,-107,-0.10,21802,21.80
98,Exit long,2016-12-12,Exit ATR,23180,1,22778,2006,1.76,2013,1.77,-122,-0.11,23808,23.81
98,Entry long,2016-12-06,Long,22778,1,22778,2006,1.76,2013,1.77,-122,-0.11,23808,23.81
99,Exit long,2016-12-28,Close entry(s) order Long,23076,1,23177,-509,-0.44,368,0.32,-847,-0.73,23299,23.30
99,Entry long,2016-12-12,Long,23177,1,23177,-509,-0.44,368,0.32,-847,-0.73,23299,23.30
100,Exit long,2017-02-12,Exit ATR,23702,1,23322,1896,1.63,1903,1.63,-1457,-1.25,25195,25.20
100,Entry long,2017-01-24,Long,23322,1,23322,1896,1.63,1903,1.63,-1457,-1.25,25195,25.20
101,Exit long,2017-02-21,Exit ATR,24080,1,23702,1886,1.59,1893,1.60,-192,-0.16,27081,27.08
101,Entry long,2017-02-12,Long,23702,1,23702,1886,1.59,1893,1.60,-192,-0.16,27081,27.08
102,Exit long,2017-02-28,Exit ATR,24442,1,24068,1866,1.55,1873,1.56,-277,-0.23,28947,28.95
102,Entry long,2017-02-21,Long,24068,1,24068,1866,1.55,1873,1.56,-277,-0.23,28947,28.95
103,Exit long,2017-03-13,Close entry(s) order Long,24165,1,24410,-1229,-1.01,188,0.15,-1557,-1.28,27718,27.72
103,Entry long,2017-02-28,Long,24410,1,24410,-1229,-1.01,188,0.15,-1557,-1.28,27718,27.72
104,Exit long,2017-05-11,Close entry(s) order Long,24210,1,24060,746,0.62,1563,1.30,-57,-0.05,28464,28.46
104,Entry long,2017-04-23,Long,24060,1,24060,746,0.62,1563,1.30,-57,-0.05,28464,28.46
105,Exit long,2017-06-13,Exit ATR,24701,1,24349,1756,1.44,1763,1.45,-287,-0.24,30220,30.22
105,Entry long,2017-05-23,Long,24349,1,24349,1756,1.44,1763,1.45,-287,-0.24,30220,30.22
106,Exit long,2017-06-26,Close entry(s) order Long,24695,1,24733,-194,-0.16,828,0.67,-552,-0.45,30026,30.03
106,Entry long,2017-06-13,Long,24733,1,24733,-194,-0.16,828,0.67,-552,-0.45,30026,30.03
107,Exit long,2017-07-30,Exit ATR,25230,1,24889,1701,1.37,1708,1.37,-342,-0.27,31727,31.73
107,Entry long,2017-07-11,Long,24889,1,24889,1701,1.37,1708,1.37,-342,-0.27,31727,31.73
108,Exit long,2017-08-16,Close entry(s) order Long,25137,1,25248,-559,-0.44,1443,1.14,-767,-0.61,31168,31.17
108,Entry long,2017-07-30,Long,25248,1,25248,-559,-0.44,1443,1.14,-767,-0.61,31168,31.17
109,Exit long,2017-09-03,Close entry(s) order Long,25168,1,25386,-1094,-0.86,0,0.00,-1392,-1.10,30074,30.07
109,Entry long,2017-08-31,Long,25386,1,25386,-1094,-0.86,0,0.00,-1392,-1.10,30074,30.07
110,Exit long,2017-09-19,Exit ATR,25789,1,25459,1646,1.29,1653,1.30,-7,-0.01,31720,31.72
110,Entry long,2017-09-10,Long,25459,1,25459,1646,1.29,1653,1.30,-7,-0.01,31720,31.72
111,Exit long,2017-10-04,Exit ATR,26143,1,25818,1621,1.26,1628,1.26,-1017,-0.79,33341,33.34
111,Entry long,2017-09-19,Long,25818,1,25818,1621,1.26,1628,1.26,-1017,-0.79,33341,33.34
112,Exit long,2017-10-17,Exit ATR,26502,1,26182,1596,1.22,1603,1.22,-327,-0.25,34937,34.94
