Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
55,Entry long,2011-03-04 11:30,Long,161.25,1,161.25,1373,0.85,1446.5,0.90,-73.5,-0.05,13795,27.59
56,Exit long,2011-03-08 11:45,Close entry(s) order Long,162.49,1,162.65,-167,-0.10,316.5,0.19,-163.5,-0.10,13628,27.26
56,Entry long,2011-03-08 11:30,Long,162.65,1,162.65,-167,-0.10,316.5,0.19,-163.5,-0.10,13628,27.26
57,Exit short,2011-03-09 16:45,EOD Exit,162.18,1,162.54,353,0.22,876.5,0.54,-373.5,-0.23,13981,27.96
57,Entry short,2011-03-09 11:30,Short,162.54,1,162.54,353,0.22,876.5,0.54,-373.5,-0.23,13981,27.96
58,Exit short,2011-03-10 13:25,Close entry(s) order Short,160.71,1,159.02,-1697,-1.07,136.5,0.09,-1713.5,-1.08,12284,24.57
58,Entry short,2011-03-10 11:30,Short,159.02,1,159.02,-1697,-1.07,136.5,0.09,-1713.5,-1.08,12284,24.57
59,Exit long,2011-03-17 16:45,EOD Exit,159.35,1,158.26,1083,0.68,1486.5,0.94,-123.5,-0.08,13367,26.73
59,Entry long,2011-03-17 11:30,Long,158.26,1,158.26,1083,0.68,1486.5,0.94,-123.5,-0.08,13367,26.73
60,Exit short,2011-03-21 16:45,EOD Exit,159.69,1,160.16,463,0.29,726.5,0.45,-123.5,-0.08,13830,27.66
60,Entry short,2011-03-21 11:30,Short,160.16,1,160.16,463,0.29,726.5,0.45,-123.5,-0.08,13830,27.66
61,Exit long,2011-03-22 16:45,EOD Exit,161.62,1,160.98,633,0.39,1006.5,0.63,-343.5,-0.21,14463,28.93
61,Entry long,2011-03-22 11:30,Long,160.98,1,160.98,633,0.39,1006.5,0.63,-343.5,-0.21,14463,28.93
62,Exit short,2011-03-23 11:35,Close entry(s) order Short,162.38,1,162.17,-217,-0.13,6.5,0.00,-263.5,-0.16,14246,28.49
62,Entry short,2011-03-23 11:30,Short,162.17,1,162.17,-217,-0.13,6.5,0.00,-263.5,-0.16,14246,28.49
63,Exit short,2011-03-31 11:35,Close entry(s) order Short,162.77,1,162.62,-157,-0.10,96.5,0.06,-153.5,-0.09,14089,28.18
63,Entry short,2011-03-31 11:30,Short,162.62,1,162.62,-157,-0.10,96.5,0.06,-153.5,-0.09,14089,28.18
64,Exit long,2011-04-01 16:45,EOD Exit,165.14,1,164.4,733,0.45,856.5,0.52,-363.5,-0.22,14822,29.64
64,Entry long,2011-04-01 11:30,Long,164.4,1,164.4,733,0.45,856.5,0.52,-363.5,-0.22,14822,29.64
65,Exit long,2011-04-04 11:40,Close entry(s) order Long,164.84,1,165.06,-227,-0.14,146.5,0.09,-313.5,-0.19,14595,29.19
65,Entry long,2011-04-04 11:30,Long,165.06,1,165.06,-227,-0.14,146.5,0.09,-313.5,-0.19,14595,29.19
66,Exit long,2011-04-05 12:50,Close entry(s) order Long,164.87,1,165.25,-387,-0.23,26.5,0.02,-383.5,-0.23,14208,28.42
66,Entry long,2011-04-05 11:30,Long,165.25,1,165.25,-387,-0.23,26.5,0.02,-383.5,-0.23,14208,28.42
67,Exit long,2011-04-07 16:45,EOD Exit,167.06,1,166.08,973,0.59,1146.5,0.69,-273.5,-0.16,15181,30.36
67,Entry long,2011-04-07 11:30,Long,166.08,1,166.08,973,0.59,1146.5,0.69,-273.5,-0.16,15181,30.36
68,Exit long,2011-04-08 16:45,EOD Exit,169.93,1,168.53,1393,0.83,1436.5,0.85,-203.5,-0.12,16574,33.15
68,Entry long,2011-04-08 11:30,Long,168.53,1,168.53,1393,0.83,1436.5,0.85,-203.5,-0.12,16574,33.15
69,Exit short,2011-04-11 16:45,EOD Exit,165.83,1,168.4,2563,1.52,2776.5,1.65,-13.5,-0.01,19137,38.27
69,Entry short,2011-04-11 11:30,Short,168.4,1,168.4,2563,1.52,2776.5,1.65,-13.5,-0.01,19137,38.27
70,Exit short,2011-04-12 16:45,EOD Exit,163.09,1,163.16,63,0.04,896.5,0.55,-283.5,-0.17,19200,38.40
70,Entry short,2011-04-12 11:30,Short,163.16,1,163.16,63,0.04,896.5,0.55,-283.5,-0.17,19200,38.40
71,Exit long,2011-04-14 16:45,EOD Exit,165.16,1,164.54,613,0.37,796.5,0.48,-303.5,-0.18,19813,39.63
71,Entry long,2011-04-14 11:30,Long,164.54,1,164.54,613,0.37,796.5,0.48,-303.5,-0.18,19813,39.63
72,Exit long,2011-04-15 16:45,EOD Exit,166.26,1,166.1,153,0.09,766.5,0.46,-153.5,-0.09,19966,39.93
72,Entry long,2011-04-15 11:30,Long,166.1,1,166.1,153,0.09,766.5,0.46,-153.5,-0.09,19966,39.93
73,Exit short,2011-04-18 16:45,EOD Exit,164.19,1,163.68,-517,-0.32,376.5,0.23,-523.5,-0.32,19449,38.90
73,Entry short,2011-04-18 11:30,Short,163.68,1,163.68,-517,-0.32,376.5,0.23,-523.5,-0.32,19449,38.90
74,Exit long,2011-04-20 16:45,EOD Exit,167.61,1,167.08,523,0.31,776.5,0.46,-203.5,-0.12,19972,39.94
74,Entry long,2011-04-20 11:30,Long,167.08,1,167.08,523,0.31,776.5,0.46,-203.5,-0.12,19972,39.94
75,Exit long,2011-04-28 11:40,Close entry(s) order Long,169.33,1,169.95,-627,-0.37,26.5,0.02,-653.5,-0.38,19345,38.69
75,Entry long,2011-04-28 11:30,Long,169.95,1,169.95,-627,-0.37,26.5,0.02,-653.5,-0.38,19345,38.69
76,Exit long,2011-04-29 16:45,EOD Exit,169.95,1,169.66,283,0.17,716.5,0.42,-253.5,-0.15,19628,39.26
76,Entry long,2011-04-29 11:30,Long,169.66,1,169.66,283,0.17,716.5,0.42,-253.5,-0.15,19628,39.26
77,Exit long,2011-05-02 12:35,Close entry(s) order Long,169.62,1,170.7,-1087,-0.64,196.5,0.12,-1163.5,-0.68,18541,37.08
77,Entry long,2011-05-02 11:30,Long,170.7,1,170.7,-1087,-0.64,196.5,0.12,-1163.5,-0.68,18541,37.08
78,Exit short,2011-05-04 16:45,EOD Exit,165.02,1,165.58,553,0.33,896.5,0.54,-303.5,-0.18,19094,38.19
78,Entry short,2011-05-04 11:30,Short,165.58,1,165.58,553,0.33,896.5,0.54,-303.5,-0.18,19094,38.19
79,Exit short,2011-05-05 16:45,EOD Exit,155.8,1,158.98,3173,2.00,4526.5,2.85,-993.5,-0.62,22267,44.53
79,Entry short,2011-05-05 11:30,Short,158.98,1,158.98,3173,2.00,4526.5,2.85,-993.5,-0.62,22267,44.53
80,Exit long,2011-05-10 16:45,EOD Exit,159.49,1,158.91,573,0.36,1236.5,0.78,-593.5,-0.37,22840,45.68
80,Entry long,2011-05-10 11:30,Long,158.91,1,158.91,573,0.36,1236.5,0.78,-593.5,-0.37,22840,45.68
81,Exit short,2011-05-11 16:45,EOD Exit,154.97,1,157.73,2753,1.75,4026.5,2.55,-103.5,-0.07,25593,51.19
81,Entry short,2011-05-11 11:30,Short,157.73,1,157.73,2753,1.75,4026.5,2.55,-103.5,-0.07,25593,51.19
82,Exit short,2011-05-13 14:10,Close entry(s) order Short,155.1,1,153.97,-1137,-0.74,676.5,0.44,-1163.5,-0.76,24456,48.91
82,Entry short,2011-05-13 11:30,Short,153.97,1,153.97,-1137,-0.74,676.5,0.44,-1163.5,-0.76,24456,48.91
83,Exit short,2011-05-17 12:35,Close entry(s) order Short,152.53,1,151.26,-1277,-0.84,36.5,0.02,-1273.5,-0.84,23179,46.36
83,Entry short,2011-05-17 11:30,Short,151.26,1,151.26,-1277,-0.84,36.5,0.02,-1273.5,-0.84,23179,46.36
84,Exit long,2011-05-18 16:45,EOD Exit,155.89,1,155.83,53,0.03,1266.5,0.81,-153.5,-0.10,23232,46.46
84,Entry long,2011-05-18 11:30,Long,155.83,1,155.83,53,0.03,1266.5,0.81,-153.5,-0.10,23232,46.46
85,Exit short,2011-05-19 16:45,EOD Exit,154.62,1,155.16,533,0.34,846.5,0.55,-343.5,-0.22,23765,47.53
85,Entry short,2011-05-19 11:30,Short,155.16,1,155.16,533,0.34,846.5,0.55,-343.5,-0.22,23765,47.53
86,Exit short,2011-05-23 12:25,Close entry(s) order Short,153.33,1,152.42,-917,-0.60,216.5,0.14,-923.5,-0.61,22848,45.70
86,Entry short,2011-05-23 11:30,Short,152.42,1,152.42,-917,-0.60,216.5,0.14,-923.5,-0.61,22848,45.70
87,Exit long,2011-05-25 16:45,EOD Exit,156.9,1,156.36,533,0.34,946.5,0.61,-233.5,-0.15,23381,46.76
87,Entry long,2011-05-25 11:30,Long,156.36,1,156.36,533,0.34,946.5,0.61,-233.5,-0.15,23381,46.76
88,Exit short,2011-05-26 13:00,Close entry(s) order Short,156.35,1,155.8,-557,-0.36,306.5,0.20,-583.5,-0.37,22824,45.65
88,Entry short,2011-05-26 11:30,Short,155.8,1,155.8,-557,-0.36,306.5,0.20,-583.5,-0.37,22824,45.65
89,Exit short,2011-05-27 14:25,Close entry(s) order Short,156.28,1,156.04,-247,-0.16,256.5,0.16,-323.5,-0.21,22577,45.15
89,Entry short,2011-05-27 11:30,Short,156.04,1,156.04,-247,-0.16,256.5,0.16,-323.5,-0.21,22577,45.15
90,Exit short,2011-06-01 16:45,EOD Exit,155.37,1,157.65,2273,1.44,2336.5,1.48,-43.5,-0.03,24850,49.70
90,Entry short,2011-06-01 11:30,Short,157.65,1,157.65,2273,1.44,2336.5,1.48,-43.5,-0.03,24850,49.70
