strategyId,strategyName,symbol,side,quantity,entryPrice,exitPrice,entryTime,exitTime,pnl,pnlPercent
1,ESTrend,ES,long,1.0,1641.75,1646.75,2011-08-29T11:30:00,2011-09-07T16:50:00,608.5,0.74
1,ESTrend,ES,long,1.0,1634.5,1634.25,2011-09-07T11:30:00,2011-09-14T16:50:00,571.0,0.7
1,ESTrend,ES,long,1.0,1622.75,1655.25,2011-09-14T11:30:00,2011-09-15T16:50:00,533.5,0.65
1,ESTrend,ES,long,1.0,1644.5,1657.25,2011-09-15T11:30:00,2011-09-20T15:00:00,-404.0,-0.49
1,ESTrend,ES,long,1.0,1665.25,1631.75,2011-09-20T11:30:00,2011-09-27T15:10:00,-291.5,-0.36
1,ESTrend,ES,long,1.0,1637.5,1571.5,2011-09-27T11:30:00,2011-10-05T12:35:00,-316.5,-0.4
1,ESTrend,ES,long,1.0,1577.75,1610.5,2011-10-05T11:30:00,2011-10-06T16:50:00,408.5,0.51
1,ESTrend,ES,long,1.0,1602.25,1630.25,2011-10-06T11:30:00,2011-10-10T15:20:00,-291.5,-0.36
1,ESTrend,ES,long,1.0,1636.0,1656.0,2011-10-10T11:30:00,2011-10-12T15:45:00,-279.0,-0.34
1,ESTrend,ES,long,1.0,1661.5,1678.25,2011-10-12T11:30:00,2011-10-21T13:00:00,-279.0,-0.33
1,ESTrend,ES,long,1.0,1683.75,1700.25,2011-10-21T11:30:00,2011-10-24T16:50:00,-91.5,-0.11
1,ESTrend,ES,long,1.0,1702.0,1734.75,2011-10-24T11:30:00,2011-10-27T16:50:00,708.5,0.82
1,ESTrend,ES,long,1.0,1720.5,1709.25,2011-10-27T11:30:00,2011-11-03T16:50:00,421.0,0.5
1,ESTrend,ES,long,1.0,1700.75,1721.0,2011-11-03T11:30:00,2011-11-13T19:05:00,271.0,0.32
1,ESTrend,ES,long,1.0,1715.5,1613.5,2011-11-11T11:30:00,2011-11-25T11:50:00,-379.0,-0.47
1,ESTrend,ES,long,1.0,1621.0,1641.75,2011-11-25T11:30:00,2011-11-28T13:00:00,-316.5,-0.38
1,ESTrend,ES,long,1.0,1648.0,1650.0,2011-11-28T11:30:00,2011-11-29T12:40:00,-216.5,-0.26
1,ESTrend,ES,long,1.0,1654.25,1697.25,2011-11-29T11:30:00,2011-11-30T16:50:00,358.5,0.42
1,ESTrend,ES,long,1.0,1690.0,1709.25,2011-11-30T11:30:00,2011-12-11T18:20:00,158.5,0.19
1,ESTrend,ES,long,1.0,1706.0,1695.75,2011-12-09T11:30:00,2011-12-20T16:50:00,321.0,0.38
1,ESTrend,ES,long,1.0,1689.25,1735.0,2011-12-20T11:30:00,2012-01-03T11:40:00,-104.0,-0.12
1,ESTrend,ES,long,1.0,1737.0,1778.75,2012-01-03T11:30:00,2012-02-01T15:50:00,-191.5,-0.21
1,ESTrend,ES,long,1.0,1782.5,1794.75,2012-02-01T11:30:00,2012-02-05T18:35:00,-179.0,-0.2
1,ESTrend,ES,long,1.0,1798.25,1813.75,2012-02-03T11:30:00,2012-02-16T16:50:00,358.5,0.4
1,ESTrend,ES,long,1.0,1806.5,1849.25,2012-02-16T11:30:00,2012-04-12T16:50:00,296.0,0.32
1,ESTrend,ES,long,1.0,1843.25,1848.0,2012-04-12T11:30:00,2012-04-17T16:50:00,-4.0,0.0
1,ESTrend,ES,long,1.0,1848.0,1867.0,2012-04-17T11:30:00,2012-05-01T15:50:00,-329.0,-0.35
1,ESTrend,ES,long,1.0,1873.5,1831.0,2012-05-01T11:30:00,2012-05-07T16:50:00,58.5,0.06
1,ESTrend,ES,long,1.0,1829.75,1818.75,2012-05-07T11:30:00,2012-05-11T14:35:00,-429.0,-0.47
1,ESTrend,ES,long,1.0,1827.25,1785.0,2012-05-11T11:30:00,2012-05-22T12:00:00,-266.5,-0.3
1,ESTrend,ES,long,1.0,1790.25,1779.25,2012-05-22T11:30:00,2012-06-06T16:50:00,358.5,0.4
1,ESTrend,ES,long,1.0,1772.0,1820.5,2012-06-06T11:30:00,2012-06-19T16:40:00,-104.0,-0.11
1,ESTrend,ES,long,1.0,1822.5,1829.75,2012-06-19T11:30:00,2012-07-01T18:05:00,433.5,0.48
1,ESTrend,ES,long,1.0,1821.0,1839.75,2012-06-29T11:30:00,2012-07-03T16:50:00,-41.5,-0.05
1,ESTrend,ES,long,1.0,1840.5,1822.25,2012-07-03T11:30:00,2012-07-15T18:05:00,158.5,0.17
1,ESTrend,ES,long,1.0,1819.0,1820.75,2012-07-13T11:30:00,2012-07-26T11:35:00,-66.5,-0.07
1,ESTrend,ES,long,1.0,1822.0,1851.25,2012-07-26T11:30:00,2012-07-29T18:20:00,433.5,0.47
1,ESTrend,ES,long,1.0,1842.5,1861.5,2012-07-27T11:30:00,2012-08-05T18:00:00,71.0,0.08
1,ESTrend,ES,long,1.0,1860.0,1874.0,2012-08-03T11:30:00,2012-08-31T12:10:00,-341.5,-0.36
1,ESTrend,ES,long,1.0,1880.75,1903.5,2012-08-31T11:30:00,2012-09-06T16:50:00,158.5,0.17
1,ESTrend,ES,long,1.0,1900.25,1903.75,2012-09-06T11:30:00,2012-09-11T14:45:00,-229.0,-0.24
1,ESTrend,ES,long,1.0,1908.25,1921.75,2012-09-11T11:30:00,2012-10-01T12:45:00,-229.0,-0.24
1,ESTrend,ES,long,1.0,1926.25,1928.5,2012-10-01T11:30:00,2012-10-16T16:50:00,96.0,0.1
1,ESTrend,ES,long,1.0,1926.5,1903.25,2012-10-16T11:30:00,2012-11-01T16:50:00,171.0,0.18
1,ESTrend,ES,long,1.0,1899.75,1854.75,2012-11-01T11:30:00,2012-11-13T15:10:00,-366.5,-0.39
1,ESTrend,ES,long,1.0,1862.0,1862.5,2012-11-13T11:30:00,2012-11-19T16:50:00,308.5,0.33
1,ESTrend,ES,long,1.0,1856.25,1880.25,2012-11-19T11:30:00,2012-11-25T18:20:00,-4.0,0.0
1,ESTrend,ES,long,1.0,1880.25,1905.5,2012-11-23T11:30:00,2012-12-11T14:45:00,-241.5,-0.25
1,ESTrend,ES,long,1.0,1910.25,1905.75,2012-12-11T11:30:00,2012-12-31T16:50:00,1046.0,1.11
1,ESTrend,ES,long,1.0,1884.75,1959.0,2012-12-31T11:30:00,2013-01-17T16:50:00,-4.0,0.0
1,ESTrend,ES,long,1.0,1959.0,1974.25,2013-01-17T11:30:00,2013-01-24T12:35:00,-329.0,-0.33
1,ESTrend,ES,long,1.0,1980.75,1990.75,2013-01-24T11:30:00,2013-02-05T16:50:00,58.5,0.06
1,ESTrend,ES,long,1.0,1989.5,2000.0,2013-02-05T11:30:00,2013-02-27T16:50:00,471.0,0.47
1,ESTrend,ES,long,1.0,1990.5,2020.25,2013-02-27T11:30:00,2013-03-05T15:50:00,-179.0,-0.18
1,ESTrend,ES,long,1.0,2023.75,2036.75,2013-03-05T11:30:00,2013-03-18T16:50:00,46.0,0.05
1,ESTrend,ES,long,1.0,2035.75,2052.25,2013-03-18T11:30:00,2013-03-28T16:50:00,58.5,0.06
1,ESTrend,ES,long,1.0,2051.0,2052.75,2013-03-28T11:30:00,2013-04-02T14:30:00,-216.5,-0.21
1,ESTrend,ES,long,1.0,2057.0,2072.75,2013-04-02T11:30:00,2013-04-10T16:50:00,171.0,0.17
1,ESTrend,ES,long,1.0,2069.25,2058.25,2013-04-10T11:30:00,2013-04-16T16:50:00,371.0,0.36
1,ESTrend,ES,long,1.0,2050.75,2047.25,2013-04-16T11:30:00,2013-04-23T13:05:00,-804.0,-0.78
1,ESTrend,ES,long,1.0,2063.25,2078.5,2013-04-23T11:30:00,2013-04-29T16:50:00,121.0,0.12
1,ESTrend,ES,long,1.0,2076.0,2098.25,2013-04-29T11:30:00,2013-05-03T16:50:00,-166.5,-0.16
1,ESTrend,ES,long,1.0,2101.5,2137.0,2013-05-03T11:30:00,2013-05-14T16:50:00,183.5,0.17
1,ESTrend,ES,long,1.0,2133.25,2164.5,2013-05-14T11:30:00,2013-05-22T12:25:00,-116.5,-0.11
1,ESTrend,ES,long,1.0,2166.75,2129.25,2013-05-22T11:30:00,2013-06-07T16:50:00,-79.0,-0.07
1,ESTrend,ES,long,1.0,2130.75,2125.25,2013-06-07T11:30:00,2013-06-13T16:50:00,946.0,0.9
1,ESTrend,ES,long,1.0,2106.25,2129.0,2013-06-13T11:30:00,2013-06-17T14:10:00,-229.0,-0.21
1,ESTrend,ES,long,1.0,2133.5,2141.25,2013-06-17T11:30:00,2013-06-18T16:50:00,46.0,0.04
1,ESTrend,ES,long,1.0,2140.25,2075.5,2013-06-18T11:30:00,2013-06-25T16:50:00,58.5,0.06
1,ESTrend,ES,long,1.0,2074.25,2085.75,2013-06-25T11:30:00,2013-06-26T11:35:00,-91.5,-0.09
1,ESTrend,ES,long,1.0,2087.5,2107.75,2013-06-26T11:30:00,2013-07-01T13:55:00,-366.5,-0.35
1,ESTrend,ES,long,1.0,2115.0,2177.75,2013-07-01T11:30:00,2013-07-18T13:15:00,-241.5,-0.22
1,ESTrend,ES,long,1.0,2182.5,2197.0,2013-07-18T11:30:00,2013-08-01T16:50:00,96.0,0.09
1,ESTrend,ES,long,1.0,2195.0,2150.0,2013-08-01T11:30:00,2013-08-22T16:50:00,196.0,0.18
1,ESTrend,ES,long,1.0,2146.0,2132.5,2013-08-22T11:30:00,2013-08-29T13:50:00,-341.5,-0.32
1,ESTrend,ES,long,1.0,2139.25,2149.0,2013-08-29T11:30:00,2013-09-04T16:50:00,183.5,0.17
1,ESTrend,ES,long,1.0,2145.25,2173.0,2013-09-04T11:30:00,2013-09-10T11:40:00,-129.0,-0.12
1,ESTrend,ES,long,1.0,2175.5,2184.5,2013-09-10T11:30:00,2013-10-10T16:50:00,271.0,0.25
1,ESTrend,ES,long,1.0,2179.0,2213.75,2013-10-10T11:30:00,2013-10-16T16:50:00,-79.0,-0.07
1,ESTrend,ES,long,1.0,2215.25,2295.75,2013-10-16T11:30:00,2013-11-21T16:50:00,133.5,0.12
1,ESTrend,ES,long,1.0,2293.0,2306.75,2013-11-21T11:30:00,2013-12-06T16:50:00,158.5,0.14
1,ESTrend,ES,long,1.0,2303.5,2287.25,2013-12-06T11:30:00,2013-12-16T16:50:00,-166.5,-0.15
1,ESTrend,ES,long,1.0,2290.5,2344.75,2013-12-16T11:30:00,2013-12-26T16:50:00,108.5,0.09
1,ESTrend,ES,long,1.0,2342.5,2340.5,2013-12-26T11:30:00,2014-01-14T16:50:00,233.5,0.2
1,ESTrend,ES,long,1.0,2335.75,2290.0,2014-01-14T11:30:00,2014-01-30T16:05:00,-241.5,-0.21
1,ESTrend,ES,long,1.0,2294.75,2275.5,2014-01-30T11:30:00,2014-02-06T16:50:00,171.0,0.15
1,ESTrend,ES,long,1.0,2272.0,2301.25,2014-02-06T11:30:00,2014-02-07T16:50:00,621.0,0.54
1,ESTrend,ES,long,1.0,2288.75,2342.75,2014-02-07T11:30:00,2014-02-14T16:50:00,171.0,0.15
1,ESTrend,ES,long,1.0,2339.25,2343.75,2014-02-14T11:30:00,2014-02-20T16:50:00,171.0,0.15
1,ESTrend,ES,long,1.0,2340.25,2355.75,2014-02-20T11:30:00,2014-02-24T15:25:00,-316.5,-0.27
1,ESTrend,ES,long,1.0,2362.0,2367.5,2014-02-24T11:30:00,2014-02-28T14:35:00,-216.5,-0.18
1,ESTrend,ES,long,1.0,2371.75,2379.5,2014-02-28T11:30:00,2014-03-04T16:50:00,121.0,0.1
1,ESTrend,ES,long,1.0,2377.0,2366.25,2014-03-04T11:30:00,2014-03-17T16:50:00,146.0,0.12
1,ESTrend,ES,long,1.0,2363.25,2380.0,2014-03-17T11:30:00,2014-03-20T16:50:00,308.5,0.26
1,ESTrend,ES,long,1.0,2373.75,2367.25,2014-03-20T11:30:00,2014-03-28T13:10:00,-229.0,-0.19
1,ESTrend,ES,long,1.0,2371.75,2333.5,2014-03-28T11:30:00,2014-04-14T14:20:00,-429.0,-0.37
1,ESTrend,ES,long,1.0,2342.0,2389.0,2014-04-14T11:30:00,2014-04-22T16:50:00,-116.5,-0.1
1,ESTrend,ES,long,1.0,2391.25,2408.25,2014-04-22T11:30:00,2014-05-12T16:50:00,158.5,0.13
1,ESTrend,ES,long,1.0,2405.0,2392.5,2014-05-12T11:30:00,2014-05-21T11:45:00,-104.0,-0.09
1,ESTrend,ES,long,1.0,2394.5,2488.0,2014-05-21T11:30:00,2014-07-01T16:50:00,-66.5,-0.05
1,ESTrend,ES,long,1.0,2489.25,2493.5,2014-07-01T11:30:00,2014-07-18T16:50:00,296.0,0.24
1,ESTrend,ES,long,1.0,2487.5,2498.25,2014-07-18T11:30:00,2014-07-22T14:45:00,-166.5,-0.13
1,ESTrend,ES,long,1.0,2501.5,2445.75,2014-07-22T11:30:00,2014-08-08T16:50:00,421.0,0.35
1,ESTrend,ES,long,1.0,2437.25,2456.75,2014-08-08T11:30:00,2014-08-11T13:50:00,-304.0,-0.25
1,ESTrend,ES,long,1.0,2462.75,2468.25,2014-08-11T11:30:00,2014-08-13T16:50:00,46.0,0.04
1,ESTrend,ES,long,1.0,2467.25,2521.0,2014-08-13T11:30:00,2014-09-24T16:50:00,283.5,0.23
1,ESTrend,ES,long,1.0,2515.25,2490.5,2014-09-24T11:30:00,2014-10-03T16:50:00,146.0,0.12
1,ESTrend,ES,long,1.0,2487.5,2421.5,2014-10-03T11:30:00,2014-10-13T11:35:00,-204.0,-0.17
1,ESTrend,ES,long,1.0,2425.5,2409.25,2014-10-13T11:30:00,2014-10-17T13:25:00,-529.0,-0.44
1,ESTrend,ES,long,1.0,2419.75,2469.5,2014-10-17T11:30:00,2014-10-21T16:50:00,683.5,0.56
1,ESTrend,ES,long,1.0,2455.75,2473.25,2014-10-21T11:30:00,2014-10-23T15:00:00,-341.5,-0.28
1,ESTrend,ES,long,1.0,2480.0,2491.0,2014-10-23T11:30:00,2014-10-24T16:50:00,458.5,0.37
1,ESTrend,ES,long,1.0,2481.75,2537.75,2014-10-24T11:30:00,2014-10-31T12:00:00,-204.0,-0.16
1,ESTrend,ES,long,1.0,2541.75,2573.25,2014-10-31T11:30:00,2014-12-11T14:25:00,-566.5,-0.44
1,ESTrend,ES,long,1.0,2584.5,2523.25,2014-12-11T11:30:00,2014-12-16T13:10:00,-1129.0,-0.89
1,ESTrend,ES,long,1.0,2545.75,2544.75,2014-12-16T11:30:00,2014-12-17T16:50:00,1221.0,0.97
1,ESTrend,ES,long,1.0,2520.25,2597.75,2014-12-17T11:30:00,2014-12-18T16:50:00,1383.5,1.08
1,ESTrend,ES,long,1.0,2570.0,2558.25,2014-12-18T11:30:00,2015-01-07T16:50:00,471.0,0.37
1,ESTrend,ES,long,1.0,2548.75,2591.25,2015-01-07T11:30:00,2015-01-08T16:50:00,71.0,0.05
1,ESTrend,ES,long,1.0,2589.75,2579.0,2015-01-08T11:30:00,2015-01-13T11:55:00,-116.5,-0.09
1,ESTrend,ES,long,1.0,2581.25,2550.75,2015-01-13T11:30:00,2015-01-16T16:50:00,908.5,0.72
1,ESTrend,ES,long,1.0,2532.5,2594.5,2015-01-16T11:30:00,2015-01-22T16:50:00,771.0,0.6
1,ESTrend,ES,long,1.0,2579.0,2591.0,2015-01-22T11:30:00,2015-01-26T16:50:00,496.0,0.38
1,ESTrend,ES,long,1.0,2581.0,2562.0,2015-01-26T11:30:00,2015-02-03T11:50:00,-141.5,-0.11
1,ESTrend,ES,long,1.0,2564.75,2594.0,2015-02-03T11:30:00,2015-02-05T16:50:00,146.0,0.11
1,ESTrend,ES,long,1.0,2591.0,2598.0,2015-02-05T11:30:00,2015-02-06T12:40:00,-254.0,-0.2
1,ESTrend,ES,long,1.0,2603.0,2620.25,2015-02-06T11:30:00,2015-02-12T16:50:00,308.5,0.24
1,ESTrend,ES,long,1.0,2614.0,2602.25,2015-02-12T11:30:00,2015-03-12T16:50:00,196.0,0.15
1,ESTrend,ES,long,1.0,2598.25,2613.25,2015-03-12T11:30:00,2015-03-16T16:50:00,21.0,0.02
1,ESTrend,ES,long,1.0,2612.75,2643.0,2015-03-16T11:30:00,2015-03-20T16:05:00,-229.0,-0.17
1,ESTrend,ES,long,1.0,2647.5,2620.0,2015-03-20T11:30:00,2015-03-30T16:50:00,21.0,0.02
1,ESTrend,ES,long,1.0,2619.5,2617.75,2015-03-30T11:30:00,2015-04-06T16:50:00,-41.5,-0.03
1,ESTrend,ES,long,1.0,2618.5,2636.25,2015-04-06T11:30:00,2015-04-20T16:10:00,-279.0,-0.21
1,ESTrend,ES,long,1.0,2641.75,2633.75,2015-04-20T11:30:00,2015-05-01T11:45:00,-291.5,-0.22
1,ESTrend,ES,long,1.0,2639.5,2653.75,2015-05-01T11:30:00,2015-05-08T16:50:00,-166.5,-0.13
1,ESTrend,ES,long,1.0,2657.0,2662.75,2015-05-08T11:30:00,2015-05-14T16:50:00,396.0,0.3
1,ESTrend,ES,long,1.0,2654.75,2674.25,2015-05-14T11:30:00,2015-05-21T16:50:00,-54.0,-0.04
1,ESTrend,ES,long,1.0,2675.25,2665.25,2015-05-21T11:30:00,2015-05-27T16:50:00,233.5,0.18
1,ESTrend,ES,long,1.0,2660.5,2651.5,2015-05-27T11:30:00,2015-06-10T16:50:00,58.5,0.04
1,ESTrend,ES,long,1.0,2650.25,2668.0,2015-06-10T11:30:00,2015-06-18T16:50:00,21.0,0.02
1,ESTrend,ES,long,1.0,2667.5,2669.75,2015-06-18T11:30:00,2015-06-22T12:10:00,-241.5,-0.18
1,ESTrend,ES,long,1.0,2674.5,2611.0,2015-06-22T11:30:00,2015-07-06T13:15:00,-266.5,-0.2
1,ESTrend,ES,long,1.0,2616.25,2647.5,2015-07-06T11:30:00,2015-07-13T16:50:00,146.0,0.11
1,ESTrend,ES,long,1.0,2644.5,2646.25,2015-07-13T11:30:00,2015-07-29T14:00:00,-291.5,-0.22
1,ESTrend,ES,long,1.0,2652.0,2654.5,2015-07-29T11:30:00,2015-08-05T11:50:00,-216.5,-0.16
1,ESTrend,ES,long,1.0,2658.75,2654.0,2015-08-05T11:30:00,2015-08-10T16:50:00,183.5,0.14
1,ESTrend,ES,long,1.0,2650.25,2482.25,2015-08-10T11:30:00,2015-08-25T12:55:00,-466.5,-0.37
1,ESTrend,ES,long,1.0,2491.5,2521.75,2015-08-25T11:30:00,2015-08-27T14:30:00,-204.0,-0.16
1,ESTrend,ES,long,1.0,2525.75,2533.25,2015-08-27T11:30:00,2015-08-28T11:50:00,-554.0,-0.44
1,ESTrend,ES,long,1.0,2544.25,2513.0,2015-08-28T11:30:00,2015-09-03T12:30:00,-279.0,-0.22
1,ESTrend,ES,long,1.0,2518.5,2500.5,2015-09-03T11:30:00,2015-09-08T11:50:00,-129.0,-0.1
1,ESTrend,ES,long,1.0,2503.0,2534.75,2015-09-08T11:30:00,2015-09-15T16:50:00,708.5,0.56
1,ESTrend,ES,long,1.0,2520.5,2551.0,2015-09-15T11:30:00,2015-09-16T16:50:00,421.0,0.33
1,ESTrend,ES,long,1.0,2542.5,2522.5,2015-09-16T11:30:00,2015-09-21T11:45:00,-129.0,-0.1
1,ESTrend,ES,long,1.0,2525.0,2459.0,2015-09-21T11:30:00,2015-09-30T11:40:00,-429.0,-0.35
1,ESTrend,ES,long,1.0,2467.5,2538.25,2015-09-30T11:30:00,2015-10-05T16:50:00,446.0,0.35
1,ESTrend,ES,long,1.0,2529.25,2619.0,2015-10-05T11:30:00,2015-10-22T16:50:00,883.5,0.68
1,ESTrend,ES,long,1.0,2601.25,2657.0,2015-10-22T11:30:00,2015-11-02T16:50:00,346.0,0.26
1,ESTrend,ES,long,1.0,2650.0,2613.5,2015-11-02T11:30:00,2015-11-16T16:50:00,1358.5,1.05
1,ESTrend,ES,long,1.0,2586.25,2616.75,2015-11-16T11:30:00,2015-11-17T12:40:00,-466.5,-0.36
1,ESTrend,ES,long,1.0,2626.0,2642.75,2015-11-17T11:30:00,2015-11-18T16:50:00,833.5,0.63
1,ESTrend,ES,long,1.0,2626.0,2652.0,2015-11-18T11:30:00,2015-11-20T11:50:00,-116.5,-0.09
1,ESTrend,ES,long,1.0,2654.25,2652.75,2015-11-20T11:30:00,2015-12-04T16:50:00,721.0,0.55
1,ESTrend,ES,long,1.0,2638.25,2604.5,2015-12-04T11:30:00,2015-12-15T11:40:00,-241.5,-0.19
1,ESTrend,ES,long,1.0,2609.25,2626.25,2015-12-15T11:30:00,2015-12-23T16:50:00,183.5,0.14
1,ESTrend,ES,long,1.0,2622.5,2646.0,2015-12-23T11:30:00,2015-12-29T16:50:00,171.0,0.13
1,ESTrend,ES,long,1.0,2642.5,2567.75,2015-12-29T11:30:00,2016-01-04T15:40:00,-354.0,-0.28
1,ESTrend,ES,short,1.0,2560.75,2486.0,2016-01-04T11:30:00,2016-01-14T16:50:00,871.0,0.71
1,ESTrend,ES,long,1.0,2468.5,2461.75,2016-01-14T11:30:00,2016-01-26T16:50:00,-16.5,-0.01
1,ESTrend,ES,long,1.0,2462.0,2462.75,2016-01-26T11:30:00,2016-01-27T14:05:00,-379.0,-0.31
1,ESTrend,ES,long,1.0,2470.25,2503.5,2016-01-27T11:30:00,2016-01-29T16:50:00,1083.5,0.87
1,ESTrend,ES,long,1.0,2481.75,2412.25,2016-01-29T11:30:00,2016-02-09T11:50:00,-379.0,-0.31
1,ESTrend,ES,long,1.0,2419.75,2432.25,2016-02-09T11:30:00,2016-02-12T16:50:00,208.5,0.17
1,ESTrend,ES,long,1.0,2428.0,2500.0,2016-02-12T11:30:00,2016-02-17T16:50:00,283.5,0.23
1,ESTrend,ES,long,1.0,2494.25,2509.75,2016-02-17T11:30:00,2016-02-22T16:05:00,-154.0,-0.12
1,ESTrend,ES,long,1.0,2512.75,2517.5,2016-02-22T11:30:00,2016-02-29T14:10:00,-466.5,-0.37
1,ESTrend,ES,long,1.0,2526.75,2549.75,2016-02-29T11:30:00,2016-03-01T16:50:00,846.0,0.67
1,ESTrend,ES,long,1.0,2532.75,2593.25,2016-03-01T11:30:00,2016-03-11T16:50:00,158.5,0.12
1,ESTrend,ES,long,1.0,2590.0,2637.0,2016-03-11T11:30:00,2016-04-12T16:50:00,196.0,0.15
1,ESTrend,ES,long,1.0,2633.0,2658.0,2016-04-12T11:30:00,2016-04-13T16:50:00,146.0,0.11
1,ESTrend,ES,long,1.0,2655.0,2668.25,2016-04-13T11:30:00,2016-04-18T16:50:00,158.5,0.12
1,ESTrend,ES,long,1.0,2665.0,2679.75,2016-04-18T11:30:00,2016-04-20T16:50:00,-79.0,-0.06
1,ESTrend,ES,long,1.0,2681.25,2666.75,2016-04-20T11:30:00,2016-04-28T14:35:00,-466.5,-0.35
1,ESTrend,ES,long,1.0,2676.0,2659.5,2016-04-28T11:30:00,2016-05-10T16:50:00,258.5,0.19
1,ESTrend,ES,long,1.0,2654.25,2657.25,2016-05-10T11:30:00,2016-05-24T16:50:00,208.5,0.16
1,ESTrend,ES,long,1.0,2653.0,2685.75,2016-05-24T11:30:00,2016-06-06T12:45:00,-216.5,-0.16
1,ESTrend,ES,long,1.0,2690.0,2701.5,2016-06-06T11:30:00,2016-06-23T16:50:00,546.0,0.41
1,ESTrend,ES,long,1.0,2690.5,2637.5,2016-06-23T11:30:00,2016-06-24T11:50:00,-91.5,-0.07
1,ESTrend,ES,long,1.0,2639.25,2664.0,2016-06-24T11:30:00,2016-06-29T16:50:00,846.0,0.64
1,ESTrend,ES,long,1.0,2647.0,2712.0,2016-06-29T11:30:00,2016-07-08T16:50:00,171.0,0.13
1,ESTrend,ES,long,1.0,2708.5,2736.75,2016-07-08T11:30:00,2016-07-12T16:50:00,-16.5,-0.01
1,ESTrend,ES,long,1.0,2737.0,2759.75,2016-07-12T11:30:00,2016-07-20T16:50:00,-41.5,-0.03
1,ESTrend,ES,long,1.0,2760.5,2769.0,2016-07-20T11:30:00,2016-08-05T16:50:00,8.5,0.01
1,ESTrend,ES,long,1.0,2768.75,2771.75,2016-08-05T11:30:00,2016-08-11T16:05:00,-179.0,-0.13
1,ESTrend,ES,long,1.0,2775.25,2771.25,2016-08-11T11:30:00,2016-08-29T16:50:00,83.5,0.06
1,ESTrend,ES,long,1.0,2769.5,2768.0,2016-08-29T11:30:00,2016-09-02T12:10:00,-66.5,-0.05
1,ESTrend,ES,long,1.0,2769.25,2748.5,2016-09-02T11:30:00,2016-09-12T16:50:00,996.0,0.73
