Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
34,Exit long,2011-10-05 12:35,Close entry(s) order Long,1571.5,1,1577.75,-316.5,-0.40,173,0.22,-314.5,-0.40,-1436,-2.87
34,Entry long,2011-10-05 11:30,Long,1577.75,1,1577.75,-316.5,-0.40,173,0.22,-314.5,-0.40,-1436,-2.87
35,Exit long,2011-10-06 16:50,EOD Exit,1610.5,1,1602.25,408.5,0.51,560.5,0.70,-189.5,-0.24,-1027.5,-2.05
35,Entry long,2011-10-06 11:30,Long,1602.25,1,1602.25,408.5,0.51,560.5,0.70,-189.5,-0.24,-1027.5,-2.05
36,Exit long,2011-10-10 15:20,Close entry(s) order Long,1630.25,1,1636,-291.5,-0.36,198,0.24,-314.5,-0.38,-1319,-2.64
36,Entry long,2011-10-10 11:30,Long,1636,1,1636,-291.5,-0.36,198,0.24,-314.5,-0.38,-1319,-2.64
37,Exit long,2011-10-12 15:45,Close entry(s) order Long,1656,1,1661.5,-279,-0.34,373,0.45,-302,-0.36,-1598,-3.20
37,Entry long,2011-10-12 11:30,Long,1661.5,1,1661.5,-279,-0.34,373,0.45,-302,-0.36,-1598,-3.20
38,Exit long,2011-10-21 13:00,Close entry(s) order Long,1678.25,1,1683.75,-279,-0.33,123,0.15,-302,-0.36,-1877,-3.75
38,Entry long,2011-10-21 11:30,Long,1683.75,1,1683.75,-279,-0.33,123,0.15,-302,-0.36,-1877,-3.75
39,Exit long,2011-10-24 16:50,EOD Exit,1700.25,1,1702,-91.5,-0.11,173,0.20,-214.5,-0.25,-1968.5,-3.94
39,Entry long,2011-10-24 11:30,Long,1702,1,1702,-91.5,-0.11,173,0.20,-214.5,-0.25,-1968.5,-3.94
40,Exit long,2011-10-27 16:50,EOD Exit,1734.75,1,1720.5,708.5,0.82,1085.5,1.26,-27,-0.03,-1260,-2.52
40,Entry long,2011-10-27 11:30,Long,1720.5,1,1720.5,708.5,0.82,1085.5,1.26,-27,-0.03,-1260,-2.52
41,Exit long,2011-11-03 16:50,EOD Exit,1709.25,1,1700.75,421,0.50,598,0.70,-239.5,-0.28,-839,-1.68
41,Entry long,2011-11-03 11:30,Long,1700.75,1,1700.75,421,0.50,598,0.70,-239.5,-0.28,-839,-1.68
42,Exit long,2011-11-13 19:05,Close entry(s) order Long,1721,1,1715.5,271,0.32,410.5,0.48,-227,-0.26,-568,-1.14
42,Entry long,2011-11-11 11:30,Long,1715.5,1,1715.5,271,0.32,410.5,0.48,-227,-0.26,-568,-1.14
43,Exit long,2011-11-25 11:50,Close entry(s) order Long,1613.5,1,1621,-379,-0.47,0,0.00,-377,-0.47,-947,-1.89
43,Entry long,2011-11-25 11:30,Long,1621,1,1621,-379,-0.47,0,0.00,-377,-0.47,-947,-1.89
44,Exit long,2011-11-28 13:00,Close entry(s) order Long,1641.75,1,1648,-316.5,-0.38,0,0.00,-327,-0.40,-1263.5,-2.53
44,Entry long,2011-11-28 11:30,Long,1648,1,1648,-316.5,-0.38,0,0.00,-327,-0.40,-1263.5,-2.53
45,Exit long,2011-11-29 12:40,Close entry(s) order Long,1650,1,1654.25,-216.5,-0.26,60.5,0.07,-227,-0.27,-1480,-2.96
45,Entry long,2011-11-29 11:30,Long,1654.25,1,1654.25,-216.5,-0.26,60.5,0.07,-227,-0.27,-1480,-2.96
46,Exit long,2011-11-30 16:50,EOD Exit,1697.25,1,1690,358.5,0.42,485.5,0.57,-227,-0.27,-1121.5,-2.24
46,Entry long,2011-11-30 11:30,Long,1690,1,1690,358.5,0.42,485.5,0.57,-227,-0.27,-1121.5,-2.24
47,Exit long,2011-12-11 18:20,Close entry(s) order Long,1709.25,1,1706,158.5,0.19,373,0.44,-139.5,-0.16,-963,-1.93
47,Entry long,2011-12-09 11:30,Long,1706,1,1706,158.5,0.19,373,0.44,-139.5,-0.16,-963,-1.93
48,Exit long,2011-12-20 16:50,EOD Exit,1695.75,1,1689.25,321,0.38,373,0.44,-114.5,-0.14,-642,-1.28
48,Entry long,2011-12-20 11:30,Long,1689.25,1,1689.25,321,0.38,373,0.44,-114.5,-0.14,-642,-1.28
49,Exit long,2012-01-03 11:40,Close entry(s) order Long,1735,1,1737,-104,-0.12,23,0.03,-114.5,-0.13,-746,-1.49
49,Entry long,2012-01-03 11:30,Long,1737,1,1737,-104,-0.12,23,0.03,-114.5,-0.13,-746,-1.49
50,Exit long,2012-02-01 15:50,Close entry(s) order Long,1778.75,1,1782.5,-191.5,-0.21,173,0.19,-189.5,-0.21,-937.5,-1.87
50,Entry long,2012-02-01 11:30,Long,1782.5,1,1782.5,-191.5,-0.21,173,0.19,-189.5,-0.21,-937.5,-1.87
51,Exit long,2012-02-05 18:35,Close entry(s) order Long,1794.75,1,1798.25,-179,-0.20,135.5,0.15,-227,-0.25,-1116.5,-2.23
51,Entry long,2012-02-03 11:30,Long,1798.25,1,1798.25,-179,-0.20,135.5,0.15,-227,-0.25,-1116.5,-2.23
52,Exit long,2012-02-16 16:50,EOD Exit,1813.75,1,1806.5,358.5,0.40,485.5,0.54,-27,-0.03,-758,-1.52
52,Entry long,2012-02-16 11:30,Long,1806.5,1,1806.5,358.5,0.40,485.5,0.54,-27,-0.03,-758,-1.52
53,Exit long,2012-04-12 16:50,EOD Exit,1849.25,1,1843.25,296,0.32,385.5,0.42,-77,-0.08,-462,-0.92
53,Entry long,2012-04-12 11:30,Long,1843.25,1,1843.25,296,0.32,385.5,0.42,-77,-0.08,-462,-0.92
54,Exit long,2012-04-17 16:50,EOD Exit,1848,1,1848,-4,0.00,273,0.30,-52,-0.06,-466,-0.93
54,Entry long,2012-04-17 11:30,Long,1848,1,1848,-4,0.00,273,0.30,-52,-0.06,-466,-0.93
55,Exit long,2012-05-01 15:50,Close entry(s) order Long,1867,1,1873.5,-329,-0.35,148,0.16,-339.5,-0.36,-795,-1.59
55,Entry long,2012-05-01 11:30,Long,1873.5,1,1873.5,-329,-0.35,148,0.16,-339.5,-0.36,-795,-1.59
56,Exit long,2012-05-07 16:50,EOD Exit,1831,1,1829.75,58.5,0.06,260.5,0.28,-102,-0.11,-736.5,-1.47
56,Entry long,2012-05-07 11:30,Long,1829.75,1,1829.75,58.5,0.06,260.5,0.28,-102,-0.11,-736.5,-1.47
57,Exit long,2012-05-11 14:35,Close entry(s) order Long,1818.75,1,1827.25,-429,-0.47,10.5,0.01,-439.5,-0.48,-1165.5,-2.33
57,Entry long,2012-05-11 11:30,Long,1827.25,1,1827.25,-429,-0.47,10.5,0.01,-439.5,-0.48,-1165.5,-2.33
58,Exit long,2012-05-22 12:00,Close entry(s) order Long,1785,1,1790.25,-266.5,-0.30,0,0.00,-264.5,-0.30,-1432,-2.86
58,Entry long,2012-05-22 11:30,Long,1790.25,1,1790.25,-266.5,-0.30,0,0.00,-264.5,-0.30,-1432,-2.86
59,Exit long,2012-06-06 16:50,EOD Exit,1779.25,1,1772,358.5,0.40,448,0.51,-114.5,-0.13,-1073.5,-2.15
59,Entry long,2012-06-06 11:30,Long,1772,1,1772,358.5,0.40,448,0.51,-114.5,-0.13,-1073.5,-2.15
60,Exit long,2012-06-19 16:40,Close entry(s) order Long,1820.5,1,1822.5,-104,-0.11,298,0.33,-102,-0.11,-1177.5,-2.35
60,Entry long,2012-06-19 11:30,Long,1822.5,1,1822.5,-104,-0.11,298,0.33,-102,-0.11,-1177.5,-2.35
61,Exit long,2012-07-01 18:05,Close entry(s) order Long,1829.75,1,1821,433.5,0.48,510.5,0.56,-102,-0.11,-744,-1.49
61,Entry long,2012-06-29 11:30,Long,1821,1,1821,433.5,0.48,510.5,0.56,-102,-0.11,-744,-1.49
62,Exit long,2012-07-03 16:50,EOD Exit,1839.75,1,1840.5,-41.5,-0.05,23,0.02,-252,-0.27,-785.5,-1.57
62,Entry long,2012-07-03 11:30,Long,1840.5,1,1840.5,-41.5,-0.05,23,0.02,-252,-0.27,-785.5,-1.57
63,Exit long,2012-07-15 18:05,Close entry(s) order Long,1822.25,1,1819,158.5,0.17,285.5,0.31,-52,-0.06,-627,-1.25
63,Entry long,2012-07-13 11:30,Long,1819,1,1819,158.5,0.17,285.5,0.31,-52,-0.06,-627,-1.25
64,Exit long,2012-07-26 11:35,Close entry(s) order Long,1820.75,1,1822,-66.5,-0.07,0,0.00,-64.5,-0.07,-693.5,-1.39
64,Entry long,2012-07-26 11:30,Long,1822,1,1822,-66.5,-0.07,0,0.00,-64.5,-0.07,-693.5,-1.39
65,Exit long,2012-07-29 18:20,Close entry(s) order Long,1851.25,1,1842.5,433.5,0.47,698,0.76,-77,-0.08,-260,-0.52
65,Entry long,2012-07-27 11:30,Long,1842.5,1,1842.5,433.5,0.47,698,0.76,-77,-0.08,-260,-0.52
66,Exit long,2012-08-05 18:00,Close entry(s) order Long,1861.5,1,1860,71,0.08,235.5,0.25,-202,-0.22,-189,-0.38
66,Entry long,2012-08-03 11:30,Long,1860,1,1860,71,0.08,235.5,0.25,-202,-0.22,-189,-0.38
67,Exit long,2012-08-31 12:10,Close entry(s) order Long,1874,1,1880.75,-341.5,-0.36,23,0.02,-339.5,-0.36,-530.5,-1.06
67,Entry long,2012-08-31 11:30,Long,1880.75,1,1880.75,-341.5,-0.36,23,0.02,-339.5,-0.36,-530.5,-1.06
68,Exit long,2012-09-06 16:50,EOD Exit,1903.5,1,1900.25,158.5,0.17,185.5,0.20,-64.5,-0.07,-372,-0.74
68,Entry long,2012-09-06 11:30,Long,1900.25,1,1900.25,158.5,0.17,185.5,0.20,-64.5,-0.07,-372,-0.74
69,Exit long,2012-09-11 14:45,Close entry(s) order Long,1903.75,1,1908.25,-229,-0.24,10.5,0.01,-227,-0.24,-601,-1.20
69,Entry long,2012-09-11 11:30,Long,1908.25,1,1908.25,-229,-0.24,10.5,0.01,-227,-0.24,-601,-1.20
70,Exit long,2012-10-01 12:45,Close entry(s) order Long,1921.75,1,1926.25,-229,-0.24,35.5,0.04,-227,-0.24,-830,-1.66
70,Entry long,2012-10-01 11:30,Long,1926.25,1,1926.25,-229,-0.24,35.5,0.04,-227,-0.24,-830,-1.66
71,Exit long,2012-10-16 16:50,EOD Exit,1928.5,1,1926.5,96,0.10,160.5,0.17,-102,-0.11,-734,-1.47
71,Entry long,2012-10-16 11:30,Long,1926.5,1,1926.5,96,0.10,160.5,0.17,-102,-0.11,-734,-1.47
72,Exit long,2012-11-01 16:50,EOD Exit,1903.25,1,1899.75,171,0.18,198,0.21,-152,-0.16,-563,-1.13
72,Entry long,2012-11-01 11:30,Long,1899.75,1,1899.75,171,0.18,198,0.21,-152,-0.16,-563,-1.13
73,Exit long,2012-11-13 15:10,Close entry(s) order Long,1854.75,1,1862,-366.5,-0.39,23,0.02,-377,-0.40,-929.5,-1.86
73,Entry long,2012-11-13 11:30,Long,1862,1,1862,-366.5,-0.39,23,0.02,-377,-0.40,-929.5,-1.86
74,Exit long,2012-11-19 16:50,EOD Exit,1862.5,1,1856.25,308.5,0.33,335.5,0.36,-52,-0.06,-621,-1.24
74,Entry long,2012-11-19 11:30,Long,1856.25,1,1856.25,308.5,0.33,335.5,0.36,-52,-0.06,-621,-1.24
75,Exit long,2012-11-25 18:20,Close entry(s) order Long,1880.25,1,1880.25,-4,0.00,273,0.29,-152,-0.16,-625,-1.25
75,Entry long,2012-11-23 11:30,Long,1880.25,1,1880.25,-4,0.00,273,0.29,-152,-0.16,-625,-1.25
76,Exit long,2012-12-11 14:45,Close entry(s) order Long,1905.5,1,1910.25,-241.5,-0.25,35.5,0.04,-264.5,-0.28,-866.5,-1.73
76,Entry long,2012-12-11 11:30,Long,1910.25,1,1910.25,-241.5,-0.25,35.5,0.04,-264.5,-0.28,-866.5,-1.73
77,Exit long,2012-12-31 16:50,EOD Exit,1905.75,1,1884.75,1046,1.11,1235.5,1.31,-64.5,-0.07,179.5,0.36
77,Entry long,2012-12-31 11:30,Long,1884.75,1,1884.75,1046,1.11,1235.5,1.31,-64.5,-0.07,179.5,0.36
78,Exit long,2013-01-17 16:50,EOD Exit,1959,1,1959,-4,0.00,260.5,0.27,-64.5,-0.07,175.5,0.35
78,Entry long,2013-01-17 11:30,Long,1959,1,1959,-4,0.00,260.5,0.27,-64.5,-0.07,175.5,0.35
79,Exit long,2013-01-24 12:35,Close entry(s) order Long,1974.25,1,1980.75,-329,-0.33,0,0.00,-327,-0.33,-153.5,-0.31
79,Entry long,2013-01-24 11:30,Long,1980.75,1,1980.75,-329,-0.33,0,0.00,-327,-0.33,-153.5,-0.31
80,Exit long,2013-02-05 16:50,EOD Exit,1990.75,1,1989.5,58.5,0.06,260.5,0.26,-114.5,-0.12,-95,-0.19
80,Entry long,2013-02-05 11:30,Long,1989.5,1,1989.5,58.5,0.06,260.5,0.26,-114.5,-0.12,-95,-0.19
81,Exit long,2013-02-27 16:50,EOD Exit,2000,1,1990.5,471,0.47,623,0.63,-14.5,-0.01,376,0.75
81,Entry long,2013-02-27 11:30,Long,1990.5,1,1990.5,471,0.47,623,0.63,-14.5,-0.01,376,0.75
82,Exit long,2013-03-05 15:50,Close entry(s) order Long,2020.25,1,2023.75,-179,-0.18,135.5,0.13,-189.5,-0.19,197,0.39
82,Entry long,2013-03-05 11:30,Long,2023.75,1,2023.75,-179,-0.18,135.5,0.13,-189.5,-0.19,197,0.39
83,Exit long,2013-03-18 16:50,EOD Exit,2036.75,1,2035.75,46,0.05,298,0.29,-152,-0.15,243,0.49
83,Entry long,2013-03-18 11:30,Long,2035.75,1,2035.75,46,0.05,298,0.29,-152,-0.15,243,0.49
